POINT (-73.290340665041 42.015300558193),281,15728,NORTH CANAAN,44 E CANAAN - WELL DRILLING,"MR. LOUIS E. ALLYN & SONS, INC.",1,24,LOUIS ALLYN WELL DRILLING IN EAST CANAAN (part of North Canaan).
POINT (-72.860960103662 41.673341428581),624,11933,PLAINVILLE,EAST MAIN E OF PINE       2,CBS OUTDOOR INC,2,300,
POINT (-72.8170052541 41.685099477446),619,16898,NEW BRITAIN,265 LONG SWAMP ROAD. (location # 1),BARRETT OUTDOOR COMMUNICATIONS,1,672,Panel #: 121.
POINT (-72.072247055028 41.610414166447),385,13095,SPRAGUE,RT97WS 2600FT NO LILLIBRIDGE,CBS OUTDOOR INC,2,300,OK ZONE RURAL
POINT (-72.813959467635 41.287741126853),153,16561,BRANFORD,RT1 SOUTHSIDE EAST OF IVY ST.,CBS OUTDOOR INC,2,250,
POINT (-73.038430468315 41.237268611643),126,13499,MILFORD,1250 BOSTON POST RD       2,CBS OUTDOOR INC,6,300,"WITHIN 500 FT 1@672,2@300"
POINT (-73.175180868577 41.176958006784),782,16799,BRIDGEPORT,i95ES 300ft so centerline ct ave exit29 at 1 ct ave,Lamar Central Outdoor,2,672,"Panel # 5094, 5095"
POINT (-72.665868239776 41.779291769962),1062,16884,HARTFORD,40 PEQUOT STREET(Location C),"INDEPENDENT OUTDOOR III,  LLC",2,672,Transferred from A.V. on 6-27-06
POINT (-73.238410081439 41.161886362642),98,2252,FAIRFIELD,KINGS HWY X R I CUT OFF   4,Lamar Central Outdoor,4,300,"MURPHY*.  Panel # 59, 60, 61, 62"
POINT (-72.727879257074 41.616080197717),884,5479,BERLIN,RT 372 N/S @ BECKLEY RD. NW CORNER,THE BERLIN FAIR ASSOCIATION,2,300,
POINT (-73.131696914348 41.194244612899),900,3829,STRATFORD,MAIN ST W S RR BRG 4710   3,"CBS OUTDOOR GROUP, LLC",1,300,
POINT (-72.307661670029 41.887811131024),8,6518,TOLLAND,"I-84 SS, 1600 FT E/O EXIT 69.","RIVER ROAD ASSOCIATES, LLC",1,600,"trans. From ""A Super Co"" (1-6-2006)"
POINT (-71.794802066892 41.699478443816),373,16670,STERLING,RT14 S/S 250FT W/O GIBSON HILL,LAMAR OUTDOOR ADVERTISING,2,72,"Panel #: 39607, 39608."
POINT (-72.701115695556 41.758957431239),31,16886,HARTFORD,1409 Park St. Facing e/b & w/b traffic.,"INDEPENDENT OUTDOOR III,  LLC",2,672,Transferred from A.V. on 6-27-06  (FORMERLY 15723)
POINT (-73.043348113923 41.531604047758),1006,16679,WATERBURY,"521-531 SOUTH LEONARD ST, RT 8 E/S",CBS OUTDOOR INC,2,672,"Panel # 890, 891."
POINT (-72.319102515864 41.561442303976),519,16013,COLCHESTER,RT85ES 150FT SO RT2 OP,FRANK FEDUS,1,160,PERMIT CALLS FOR 1@160
POINT (-73.146757026337 41.818456823362),1118,10235,TORRINGTON,RT 4 S/S 500FT W/O RT 272,HIGHWAY DISPLAYS INC.,1,140,NO BUS. RESIDENTIAL ZONE
POINT (-72.981098570694 41.543684619356),49,16972,WATERBURY,I-84 @ 49 PIERPONT RD.,CBS OUTDOOR INC.,2,672,VMS UPGRADE
POINT (-73.20644536422 41.167222293437),244,16700,BRIDGEPORT,I95 WS @ 1155 RAILROAD AVE.,Lamar Central Outdoor,2,672,"Panel # 6625, 6626"
POINT (-72.798019917105 41.600008348246),635,1053,BERLIN,RT71 ES 600FT SO RT 364,CBS OUTDOOR INC,2,300,
POINT (-72.659633714408 41.746523910499),1048,16598,HARTFORD,I91ES AT 115 RESERVE RD,LAMAR OUTDOOR ADVERTISING,2,672,"Panel #: 1030, 1031."
POINT (-71.972508528769 41.389226475013),505,3522,GROTON,RT184NS 3700FT WO RT27,CBS OUTDOOR INC,2,300,
POINT (-72.909891163717 41.303454487129),746,15647,NEW HAVEN,181 EAST STREET,CBS OUTDOOR INC,1,300,
POINT (-72.775535349346 41.666323549993),1137,16129,NEW BRITAIN,COR COLUMBUS BLVD + CHESTNUT,CBS OUTDOOR INC,2,300,
POINT (-71.902892097377 41.715748135998),366,12852,PLAINFIELD,RT12ES 550FT SO MOOSUP RIV BR,CBS OUTDOOR INC,2,300,
POINT (-72.691681728591 41.742410972566),438,13967,HARTFORD,283 NEW BRITAIN           4,LAMAR OUTDOOR ADVERTISING,2,300,"Panel #: 10300, 10301."
POINT (-72.820213991573 41.668349418489),685,15475,NEW BRITAIN,WEST MAIN W. OF WOOSTER,CBS OUTDOOR INC,2,300,GANNETT
POINT (-72.655970183511 41.793788494035),1078,15987,HARTFORD,I91WS AT 185 WEST SERVICE RD,CBS OUTDOOR INC,2,672,317 & 318
POINT (-73.122432440825 41.196000666632),215,16918,STRATFORD,"335 FERRY BLVD, E/S I-95 @ EXIT 33",Lamar Central Outdoor,2,672,"TWO VMS.  Panel # 6672, 7040"
POINT (-73.045099650087 41.529627962054),1005,16829,WATERBURY,109 NICHOLS DR,"LoRusso Outdoor, LLC",2,672,"New Bedford Outdoor, a/K/A Patriot then to Nichols Realty.  Now LoRusso Outdoor."
POINT (-72.674135348952 41.731607331264),428,5309,HARTFORD,608/610 FRANKLIN AVE,LAMAR OUTDOOR ADVERTISING,2,300,"Panel #: 10170, 10171."
POINT (-72.247924218537 41.731111441643),359,5117,MANSFIELD,RT32ES OPP OLD KENT RD,ROBERTA SCHWANE,2,70,"C/O Roberta Schwane, 11 Woodmont DR., Mansfield, CT 06250. Rebecca Kaplan died 8-20-09."
POINT (-72.711012024414 41.75068126473),924,1516,HARTFORD,NEW PARK S KANE ST        4,LAMAR OUTDOOR ADVERTISING,5,300,"Panel #: 10507, 10508, 10513, 10514."
POINT (-71.920119771836 41.796159978592),1161,13210,BROOKLYN,SS OPP BRICKYARD RD,STANDISH JOHNSON,2,300,
POINT (-73.085906907822 41.208242860322),119,3231,MILFORD,BRIDGEPORT X TWIN OAKS    3,CBS OUTDOOR INC,4,300,
POINT (-73.370120115941 41.415035568637),547,6589,NEWTOWN,RT6 WO POCONO RD,Lamar Central Outdoor,1,300,Panle # 2500
POINT (-73.522716265633 41.05613124787),940,15782,STAMFORD,I95 WS 914 EAST MAIN ST,NEW HOPE REALTY,2,450,PREFERRED REALTORS 869-5975
POINT (-72.670977956191 41.775273799073),457,15865,HARTFORD,WS MARKET ST 700FT NO PEQUOT,LAMAR OUTDOOR ADVERTISING,2,300,"Panel #: 10334, 10335."
POINT (-71.918705581119 41.796221339289),1162,6409,BROOKLYN,US6 SS 300' EO BRICKYARD RD,STANDISH JOHNSON,3,300,
POINT (-72.099023689778 41.480507298247),494,8006,MONTVILLE,RT32ES 300FT N/O OCCUM LANE,CBS OUTDOOR INC,4,300,OK-LEGAL
POINT (-72.887491741385 41.322002566277),929,13514,NEW HAVEN,MIDDLETOWN AV             2,CBS OUTDOOR INC,2,300,w/s of 91 but not visible from 91. on local road! North side of Quinnipiack River.
POINT (-73.197756421118 41.16947231229),241,16045,BRIDGEPORT,I-95N/S AT 141 GARDEN ST,Lamar Central Outdoor,2,672,"Panel # 5050, 6630"
POINT (-72.786932825694 41.669716958843),687,15849,NEW BRITAIN,RT72 ES OPPOSITE GROVE ST,CBS OUTDOOR INC,5,300,"RECONSTRUCTED1@600,3@300 SQ FT.  Panel # 1256."
POINT (-72.868301164707 41.320465073929),751,16908,NEW HAVEN,"490 FOXON BLVD, N/S RT 80","NEW HAVEN CAR WASH REALTY, LLC",2,288,
POINT (-72.665656240254 41.738451401116),897,9822,HARTFORD,RR OP SR530 AIRPORT RD,"CBS OUTDOOR GROUP, LLC",2,300,RR BRIDGE
POINT (-72.991507324202 41.259926427925),805,16867,WEST HAVEN,34 Prindle Hill Road,BARRETT OUTDOOR COMMUNICATIONS,2,900,"Panel #: 114, 115."
POINT (-72.093410354645 41.520418973449),402,15626,NORWICH,423-441 WEST MAIN ST.,CBS OUTDOOR INC,4,300,
POINT (-72.93082867447 41.351729806538),972,5196,HAMDEN,1423-1427 DIXWELL AVE.,CBS OUTDOOR INC,1,900,ON ROOF ALAN'S PACKAGE STORE
POINT (-72.424930216518 41.280116347411),165,1268,WESTBROOK,POST RD X KELSEY  RT 1    2,CBS OUTDOOR INC,2,300,WITHIN 500 FT OF BUS.
POINT (-72.218995711713 41.712907449113),378,10382,WINDHAM,RT. 66 SS BRIDGE STREET,"MR. PAUL KOZELKA, PRESIDENT",2,300,WILI
POINT (-72.914738333447 41.377414058686),969,2621,HAMDEN,DIXWELL X SHEPHERD        3,CBS OUTDOOR INC,2,300,OK
POINT (-72.588619968112 41.783530682372),309,15661,EAST HARTFORD,SS RT 44 750 FT E. WALNUT ST,LAMAR OUTDOOR ADVERTISING,2,672,"Panel #: 10476, 10477, 10520, 10521."
POINT (-73.12941424201 41.7893463144),1113,4913,TORRINGTON,NEW LITCHFIELD X WALNUT   2,CBS OUTDOOR INC,2,300,
POINT (-72.814898489282 41.496572552631),567,6296,WALLINGFORD,YALESVILLE X OLD COLONY   3,CBS OUTDOOR INC,4,300,
POINT (-72.790876333281 41.672780468165),1132,15364,NEW BRITAIN,190 BROAD ST,LAMAR OUTDOOR ADVERTISING,1,72,Panel #: 37014.
POINT (-72.710958292833 41.751605825238),440,15081,HARTFORD,SS KANE WO NEW PARK,LAMAR OUTDOOR ADVERTISING,4,300,"Panel #: 10323, 10324."
POINT (-73.404426489287 41.103918458444),1202,10827,NORWALK,EAST X WINFIELD AVE       3,Lamar Central Outdoor,1,250,
POINT (-72.948490475684 41.671907212785),639,1011,BRISTOL,200' E/O WEST ST.         2,CBS OUTDOOR INC,1,300,0N SIDE OF BLDG
POINT (-72.687965034123 41.733475037703),420,1708,HARTFORD,953 MAPLE AVE            10,LAMAR OUTDOOR ADVERTISING,3,300,"Panel #: 10176, 10177, 10178."
POINT (-72.813526569702 41.689250697099),1216,17018,NEW BRITAIN,777 Osgood Avenue,Independent Outdoor,2,672,2 Digital Displays
POINT (-72.807105738041 41.536304757985),880,16544,MERIDEN,RT 71 AT 133 HANOVER ST.,LAMAR OUTDOOR ADVERTISING,1,100,ON SIDE OF BLDG. RICK ADVERT.  Panel #: 30507.
POINT (-72.701852702592 41.755859411904),33,16744,HARTFORD,I84 N/S W/O EXIT 46 @ 985 PARK STREET,LAMAR OUTDOOR ADVERTISING,2,672,"Panel #: 50057, 50058."
POINT (-73.214898969176 41.1670097934),248,16126,BRIDGEPORT,I-95 WS AT 1575 RAILROAD AVE,Lamar Central Outdoor,2,672,"V.M.S. approval on (3-7-06) Panel # 5005, 7010"
POINT (-72.575968430306 41.69807551747),408,1503,GLASTONBURY,NEWLONDONTPKE SS E/O OLD STAGE,LAMAR OUTDOOR ADVERTISING,1,300,Panel #: 10061
POINT (-72.072175712079 41.371122521798),510,16668,GROTON,RT 12 W/S AT 327 N/O TOLLGATE,CBS OUTDOOR INC,2,300,
POINT (-73.443586327778 41.584553675033),556,15272,NEW MILFORD,RT 7 N NEW MILFORD,HIGHWAY DISPLAYS INC.,1,240,
POINT (-73.128146128582 41.195642388081),217,16508,STRATFORD,411 BARNUM AVE. NO. 2,BARRETT OUTDOOR COMMUNICATIONS,2,900,"Issued on State Property (Rails) then transferred to Town of Stratford, 99 yr. lease.   Panel #: 73, 74."
POINT (-73.009994161848 41.564028189996),1187,16857,WATERBURY,@ CORNER OF LONG HILL DRIVE,"LAMAR CENTRAL OUTDOOR, LLC",1,300,"transfer from Titan Outdoor 5-25-06.  Transfer from Ind. Outdoor III, LLC on 10-17-08.  Panel #: 70304."
POINT (-73.187222867345 41.2023828661),106,15066,BRIDGEPORT,111 BOSTON AVE.           2,Lamar Central Outdoor,4,300,MURPHY
POINT (-73.244160290546 41.15102031284),95,5085,FAIRFIELD,RT 1 NS 1000FT WO RR OVERPASS,Lamar Central Outdoor,3,300,"MURPHY SIGNS, 1250 Kings Hwy. Panel # 35, 36"
POINT (-72.727338308822 41.653463618266),1083,15055,NEWINGTON,RT15WS 525FT SO PANE,CBS OUTDOOR INC,5,300,1@672 & 2@300
POINT (-72.886557722151 41.320856838645),1023,15589,NEW HAVEN,I91 SLEDGE ISLAND         2,CBS OUTDOOR INC,1,900,HOLLIDAY INN   Internal #' 1241
POINT (-72.813050593753 41.28855640525),154,16865,BRANFORD,164 North Main Street,Lamar Central Outdoor,2,240,"transfer from Titan Outdoor 5-25-06 Panle # 3062, 3063"
POINT (-73.055698729912 41.571683645681),275,16044,WATERBURY,"225 E. AURORA ST, W/S RT 8       4",CBS OUTDOOR INC,2,672,"Internal # 1344, 1345"
POINT (-72.686770712622 41.77484180792),425,5298,HARTFORD,WS GARDEN ST 100FT SO WALNUT,LAMAR OUTDOOR ADVERTISING,4,300,"Panel #: 10219, 10221, 10264, 10265."
POINT (-72.981329854606 41.542261065336),48,16261,WATERBURY,I84 S/S AT 26 SIDNEY ST.,LAMAR OUTDOOR ADVERTISING,2,672,"Panel #: 50120, 50121."
POINT (-73.41469865609 41.371442700055),678,5080,BETHEL,GREENWOOD X RR TRACKS     3,Lamar Central Outdoor,1,300,Panel # 2795
POINT (-72.979489094026 41.336216951789),732,5898,NEW HAVEN,72 AMITY RD REAR,CBS OUTDOOR INC,2,360,"Internal Number 1231, 1232"
POINT (-72.115940319311 41.360253223691),518,12110,NEW LONDON,427 COLMAN SO CEDAR GROVE AV,CBS OUTDOOR INC,2,300,
POINT (-73.034544774132 41.224772805407),846,3247,MILFORD,N H INDIAN RIVER          4,CBS OUTDOOR INC,4,300,
POINT (-73.054870607305 41.573187111928),608,16924,WATERBURY,RT 8 @ 137 EAST AURORA ST.,"LoRusso Outdoor, LLC",2,672,"Patriot Outdoor to Face Value now VBL Realty, LLC Now LoRusso Outdoor"
POINT (-73.454940594854 41.396446953873),695,12576,DANBURY,RT53WS AT 296 MAIN ST,Lamar Central Outdoor,5,300,"ROOF SIGNS.  Panel # 2685, 2686, 2687, 2688"
POINT (-73.195842798231 41.176305454943),983,16106,BRIDGEPORT,"541 FAIRFIELD AVE, W/S",Lamar Central Outdoor,2,672,"ONE (1) PANEL ""VMS"".  Panel #  6701, 7020"
POINT (-72.613507972552 41.910697218516),523,12502,EAST WINDSOR,WAREHOUSE PT              0,LAMAR OUTDOOR ADVERTISING,4,300,"Panel #: 10017, 10018, 10019, 10020."
POINT (-72.688091648856 41.778553059854),302,5786,HARTFORD,RT44SS AT 65 MAGNOLIA ST.,LAMAR OUTDOOR ADVERTISING,1,72,WALL SIGN.  Panel #: 31512.
POINT (-72.894632357745 41.344518035063),572,6727,HAMDEN,2345 STATE X FERNWOOD     3,CBS OUTDOOR INC,2,300,
POINT (-73.178587406683 41.21005476269),779,16245,BRIDGEPORT,2596 EAST MAIN ST.,Lamar Central Outdoor,3,300,ROOF SIGNS MURPHY
POINT (-72.659561021718 41.750005672027),1053,16492,Hartford,I91WS 815FT S/O WAWARME,CBS OUTDOOR INC,2,672,"Internal #'s 358, 359"
POINT (-73.16741584914 41.175802833915),232,16705,BRIDGEPORT,I95WS AT 123-125 WINTER ST #1,BARRETT OUTDOOR COMMUNICATIONS,2,900,"549 Newfield Ave. Panel #: 1, 2."
POINT (-73.262938106284 41.141477489965),94,2296,FAIRFIELD,POST RD X MILL PLAIN      2,Lamar Central Outdoor,1,300,WITHIN 200FT OF ABOVE SIGN.  Panel # 17
POINT (-73.208375423777 41.16618747617),781,16782,BRIDGEPORT,I95ES SO HOWARD AVE @ 200 PINE ST S/O EXIT26,BARRETT OUTDOOR COMMUNICATIONS,2,900,"Panel #: 108, 109."
POINT (-73.220392768017 41.163543722231),771,13924,BRIDGEPORT,2291 FAIRFIELD RT 771     2,Lamar Central Outdoor,2,300,"Panel # 142, 143"
POINT (-72.067419007501 41.365163903737),512,11230,GROTON,RT 12 100 N E GROTON      3,GROTON MOTOR INN,1,160,
POINT (-72.207044863578 41.364628054367),415,9100,EAST LYME,N/S I-95 ' FLANDERS RD.,ESTATE OF E. CALVE,1,260,HOWARD JOHNSON  OK LEGAL
POINT (-73.472671330115 41.431668771004),920,8036,DANBURY,RT37 WS PEMBROKE RD.,HIGHWAY DISPLAYS INC.,6,160,
POINT (-73.044965561417 41.50632092137),1001,9718,NAUGATUCK,"573 N. MAIN ST., 200 FT N/O HOPKINS ST.",CBS OUTDOOR INC,1,900,"BEHIND FRANK BUICK, EAST SIDE RT 8.  Panel # 1287."
POINT (-72.926850605718 41.515093819779),648,16869,CHESHIRE,905 WTRBY. ROAD (RT 70),"LAMAR CENTRAL OUTDOOR, LLC",1,300,"WAS TITAN (7-27-06).  Transfer from Ind. Outdoor III, LLC on 10-17-08.  Panel #: 10651."
POINT (-73.029445583748 41.234489101918),210,15643,MILFORD,I95ES AT EAST TOWN RD,"HIRA, LLC",2,120,SUNOCO HIGH RISE
POINT (-72.950805911713 41.273768317804),793,2824,WEST HAVEN,CAMPBELL X CENTER         3,CBS OUTDOOR INC,2,300,
POINT (-72.388201834276 41.288756398539),167,1368,OLD SAYBROOK,BOSTON POST RD            2,CBS OUTDOOR INC,2,300,
POINT (-72.906928733009 41.676609346048),657,16633,BRISTOL,4 FREDERICK STREET,LAMAR OUTDOOR ADVERTISING,2,300,"Panel #: 10609, 10610."
POINT (-73.429618768103 41.404622684988),912,6806,DANBURY,RT 7 S E BEAVER BK        3,Lamar Central Outdoor,1,126,"Panel # 2625, 2626"
POINT (-73.122707578307 41.196794427785),1181,9759,STRATFORD,1000 FT WO I95 OP,Lamar Central Outdoor,2,250,WITHIN 500FT .2MI W/O I95 OP
POINT (-73.169867843224 41.193189759406),108,16321,BRIDGEPORT,ROUTE 1 SS 1282 BOSTON AVE.,Lamar Central Outdoor,4,300,"Panel # 856, 857, 858, 859"
POINT (-72.883932516754 41.322538846874),1021,16639,NEW HAVEN,I91E/S AT 159MIDDLETOWN AVE.,BARRETT OUTDOOR COMMUNICATIONS,2,900,"Panel #: 28, 29."
POINT (-72.903279550926 41.671873953235),905,16858,BRISTOL,Broad Street,"LAMAR CENTRAL OUTDOOR, LLC",2,300,"WAS TITAN (7-27-06).  Transfer from Ind. Outdoor III, LLC on 10-17-08"
POINT (-72.051745866663 41.553145898477),397,15816,NORWICH,RT12ES 49 NORWICH AV,CBS OUTDOOR INC,2,300,600 feet n/o McKay St.
POINT (-72.772352083048 41.661919422239),1139,16672,NEW BRITAIN,200FT WEST OF JOHN ST OPP SIDE,LAMAR OUTDOOR ADVERTISING,2,300,"Panel #: 10611, 10612."
POINT (-72.875421244768 41.671198934459),622,11110,PLAINVILLE,20 NORTH WASHINGTON ST    3,CBS OUTDOOR INC,2,250,GANNETT 100' NORTH OF RTE 72
POINT (-72.662463063875 41.783662255151),1070,16565,HARTFORD,I91WS AT 4 WESTON STREET,CBS OUTDOOR INC,2,672,"Internal #'s 304, 305"
POINT (-72.944813889846 41.293670619138),977,495,NEW HAVEN,472 BOULEVARD             2,CBS OUTDOOR INC,2,300,
POINT (-72.839606354789 41.278165815568),147,15972,BRANFORD,RT1NS AT 704 W MAIN ST,CBS OUTDOOR INC,2,672,704 W MAIN OPP MATHEW RD
POINT (-72.655599824312 41.751600256247),1054,16695,HARTFORD,I91EASTSIDE AT CHARTER OAK,LAMAR OUTDOOR ADVERTISING,2,672,"Panel #: 50051, 50052."
POINT (-73.193757675263 41.174111476615),982,16740,BRIDGEPORT,"815 LAFAYETTE Blvd.,  W/S",CBS OUTDOOR INC,2,672,"Internal Number 1394, 1395"
POINT (-73.01573776736 41.241675285241),204,16177,MILFORD,I95ES 500FT SO QUARRY RD UP,CBS OUTDOOR INC,2,672,"Internal #'s 885, 886. 116-136 Research Drive."
POINT (-73.051193846894 41.48711437209),999,9161,NAUGATUCK,"SOUTH MAIN ST., 450 FT N/O RT 63 O/P, E/S RT 8    2",CBS OUTDOOR INC,2,300,"WITHIN 500' OF RAMP, INTERNAL NUMBER 732 & 733."
POINT (-73.09269968997 41.321692749517),863,3215,DERBY,HOUSATONIC X CAMPTOWN     4,CBS OUTDOOR INC,2,300,A storm nocked down one of the two panels. Next Media removed it on 1-16-07.
POINT (-72.873150185693 41.320773660549),753,16929,NEW HAVEN,"350 FOXON BLVD., ROUTE 80 @ QUINNIPIAC AVE",Lamar Central Outdoor,2,240,"CITY STREET.  Panel # 3042, 3043"
POINT (-72.656881761332 41.786382363705),1072,16613,HARTFORD,I-91 EAST SIDE EXIT33 LEIBERT,LAMAR OUTDOOR ADVERTISING,2,672,"Panel #: 50095, 50096."
POINT (-72.95350271554 41.277264765083),1201,2084,WEST HAVEN,CAMPBELL X GEORGE         3,CBS OUTDOOR INC,1,300,
POINT (-72.135921332022 42.029933439196),1,15001,UNION,RT 86 STATE LINE          2,ANNA MAE PALLANCK,1,600,
POINT (-72.695760128441 41.740528501549),449,15547,HARTFORD,392 NEW BRITAIN AVE,LAMAR OUTDOOR ADVERTISING,2,72,"Panel #: 31201, 31202."
POINT (-73.43896178678 41.396116371243),910,2458,DANBURY,WILDMAN X TAYLOR ST       4,Lamar Central Outdoor,1,300,Panel # 2660
POINT (-73.202776940387 41.172580274785),785,16948,BRIDGEPORT,988 State St. @ Norman St.,"FONTANAROSE MEDIA GROUP, INC.",1,288,David Fontanirosa (917) 577-8120
POINT (-72.776107444464 41.561340877072),874,5640,MERIDEN,RT15 WS AT 1610 NORTH BROAD,CBS OUTDOOR INC,2,300,PERMIT 1@600
POINT (-72.913387069341 41.304193971955),1029,16595,NEW HAVEN,I91ES NO CHAPEL AT 60 HAMILTON ST,BARRETT OUTDOOR COMMUNICATIONS,2,900,"Panel #: 86, 87."
POINT (-71.914894263664 41.673409929477),363,870,PLAINFIELD,RT12WS 1600FT NO DOW RD,CBS OUTDOOR INC,1,300,
POINT (-72.098331255697 41.341908581279),1197,15641,NEW LONDON,1 PEQUOT AVE AT TRUMBULL ST,CBS OUTDOOR INC,1,300,
POINT (-72.65285179374 41.540535451852),1098,3205,MIDDLETOWN,SOUTH MAIN X NORFOLK      2,CBS OUTDOOR INC,4,300,
POINT (-72.115937971559 41.360213515602),171,12111,NEW LONDON,RT1SS 100FT SO CEDAR GROVE,CBS OUTDOOR INC,2,300,PERMIT IS FOR 2/300 SQ FT
POINT (-73.222851686916 41.161011090676),774,15878,BRIDGEPORT,SR771 NS 2475 FAIRFIELD AVE,Lamar Central Outdoor,4,300,"Panel # 127, 128, 129, 130"
POINT (-72.093380710363 41.519918327283),403,16167,NORWICH,RT82 SS AT 420 W MAIN ST,CBS OUTDOOR INC,2,300,
